hh_id,gender,mar_status,rel_rating,age,education,hh_income,empl_status,hh_internet
346,1,1,1,53,11,15,1,1
346,2,1,1,62,10,15,5,1
347,1,1,2,45,12,17,1,1
347,2,1,2,44,12,17,1,1
348,1,2,2,31,9,10,1,1
348,2,2,4,34,8,10,2,1
349,1,1,1,57,12,13,1,1
349,2,1,1,54,10,13,1,1
350,1,1,1,31,12,14,1,1
350,2,1,1,32,10,14,7,1
351,1,1,1,52,9,17,3,1
351,2,1,2,43,14,17,1,1
352,1,1,1,60,12,17,1,1
352,2,1,1,60,10,17,1,1
353,1,2,1,27,9,13,1,1
353,2,2,1,24,12,13,4,1
354,1,1,1,50,10,13,1,1
354,2,1,1,48,8,13,1,1
355,1,1,1,27,10,10,1,1
355,2,1,2,36,11,10,1,1
356,1,1,1,41,13,19,1,1
356,2,1,1,35,12,19,1,1
357,1,1,2,55,10,16,1,1
357,2,1,1,57,10,16,4,1
358,1,1,1,63,9,17,1,1
358,2,1,2,61,13,17,1,1
359,1,1,1,44,9,12,2,1
359,2,1,1,44,9,12,7,1
360,1,1,1,61,13,16,6,1
360,2,1,1,59,13,16,5,1
361,1,1,1,46,9,10,1,0
361,2,1,1,47,10,10,1,0
362,1,2,1,43,9,8,1,1
362,2,2,2,39,9,8,1,1
363,1,1,1,58,10,16,1,1
363,2,1,1,49,10,16,1,1
364,1,1,1,42,13,15,1,1
364,2,1,1,39,10,15,7,1
365,1,1,2,51,10,16,1,1
365,2,1,1,46,12,16,1,1
366,1,1,1,53,13,19,1,1
366,2,1,1,52,13,19,1,1
367,1,1,1,40,9,8,4,1
367,2,1,1,37,9,8,7,1
368,1,1,1,61,10,17,1,1
368,2,1,1,62,13,17,5,1
369,1,1,1,32,13,12,1,1
369,2,1,2,28,10,12,7,1
370,1,1,2,58,11,6,2,0
370,2,1,2,60,10,6,7,0
371,1,1,1,44,9,16,1,1
371,2,1,1,40,9,16,1,1
372,1,1,1,45,9,13,6,1
372,2,1,3,39,9,13,1,1
373,1,1,2,61,10,13,1,1
373,2,1,2,59,12,13,1,1
374,1,1,1,55,9,15,1,1
374,2,1,1,54,9,15,1,1
375,1,1,1,55,9,13,1,1
375,2,1,1,46,12,13,1,1
376,1,1,2,31,10,11,1,1
376,2,1,2,34,11,11,7,1
377,1,1,1,26,14,11,1,1
377,2,1,1,26,12,11,7,1
378,1,1,1,51,10,16,1,1
378,2,1,1,44,11,16,1,1
379,1,1,1,58,12,13,1,1
379,2,1,1,55,12,13,5,1
380,1,2,4,49,10,7,1,1
380,2,2,2,48,10,7,4,1
381,1,1,1,59,14,15,1,1
381,2,1,1,55,13,15,1,1
382,1,1,2,64,9,11,1,1
382,2,1,2,58,10,11,1,1
383,1,1,1,47,12,17,1,1
383,2,1,2,47,12,17,1,1
384,1,1,1,49,9,17,7,1
384,2,1,1,45,11,17,1,1
385,1,1,1,30,10,11,1,1
385,2,1,1,27,7,11,1,1
386,1,1,1,49,12,17,1,1
386,2,1,1,50,12,17,7,1
387,1,1,1,35,12,8,4,1
387,2,1,3,34,13,8,1,1
388,1,1,1,59,10,14,1,1
388,2,1,1,59,10,14,1,1
389,1,1,1,42,14,16,1,1
389,2,1,1,46,13,16,1,1
390,1,1,2,37,9,6,7,1
390,2,1,2,36,10,6,6,1
391,1,1,2,41,12,11,1,1
391,2,1,1,37,13,11,7,1
392,1,1,4,41,10,12,4,1
392,2,1,5,37,10,12,1,1
393,1,1,1,62,10,16,1,1
393,2,1,1,61,13,16,1,1
394,1,1,1,24,12,12,1,1
394,2,1,1,24,10,12,7,1
395,1,1,1,35,14,11,1,1
395,2,1,2,29,13,11,4,1
396,1,2,2,54,10,13,4,1
396,2,2,1,53,13,13,1,1
397,1,1,1,48,13,18,1,1
397,2,1,1,53,12,18,1,1
398,1,1,1,40,12,17,1,1
398,2,1,2,32,12,17,1,1
399,1,1,4,62,12,10,6,1
399,2,1,5,56,12,10,4,1
400,1,1,1,60,9,14,5,1
400,2,1,1,60,9,14,5,1
401,1,1,1,42,9,14,1,1
401,2,1,1,45,9,14,1,1
402,1,1,1,32,14,12,1,1
402,2,1,1,31,12,12,2,1
403,1,1,1,42,12,17,1,1
403,2,1,1,40,12,17,1,1
404,1,1,1,43,9,15,1,1
404,2,1,1,41,10,15,1,1
405,1,1,1,59,9,13,1,1
405,2,1,1,57,4,13,1,1
406,1,2,2,33,10,6,4,1
406,2,2,2,31,11,6,6,1
407,1,1,1,25,12,12,1,1
407,2,1,1,21,10,12,7,1
408,1,2,3,30,12,17,1,1
408,2,2,2,29,12,17,1,1
409,1,1,4,55,9,15,1,1
409,2,1,1,53,11,15,1,1
410,1,1,1,31,5,4,1,1
410,2,1,3,32,6,4,7,1
411,1,1,1,32,9,13,1,1
411,2,1,1,30,13,13,1,1
412,1,1,1,41,7,11,1,1
412,2,1,2,40,10,11,1,1
413,1,1,1,35,10,14,1,1
413,2,1,1,33,13,14,1,1
414,1,1,4,62,10,13,1,1
414,2,1,5,52,10,13,7,1
415,1,1,4,60,10,17,1,1
415,2,1,4,58,10,17,1,1
416,1,1,1,61,12,19,1,1
416,2,1,1,63,13,19,5,1
417,1,1,1,36,9,12,1,1
417,2,1,2,31,12,12,7,1
418,1,2,1,51,10,14,2,1
418,2,2,1,53,12,14,2,1
419,1,1,1,52,10,14,1,1
419,2,1,1,48,10,14,1,1
420,1,1,1,33,12,16,1,1
420,2,1,1,29,10,16,1,1
421,1,1,2,40,11,14,1,1
421,2,1,1,40,11,14,1,1
422,1,2,2,60,12,13,2,1
422,2,2,1,52,10,13,2,1
423,1,1,1,50,10,13,1,1
423,2,1,1,50,9,13,1,1
424,1,1,1,41,12,18,1,1
424,2,1,1,35,14,18,1,1
425,1,1,2,46,9,13,1,1
425,2,1,2,45,9,13,1,1
426,1,1,1,37,4,19,6,1
426,2,1,1,46,6,19,6,1
427,1,1,1,63,12,13,5,1
427,2,1,1,64,10,13,5,1
428,1,1,1,63,14,16,1,1
428,2,1,1,63,12,16,1,1
429,1,1,1,36,13,16,1,1
429,2,1,1,32,13,16,1,1
430,1,1,1,64,9,11,5,1
430,2,1,2,63,10,11,5,1
431,1,1,1,23,9,9,1,1
431,2,1,1,24,9,9,7,1
432,1,1,1,30,12,14,2,1
432,2,1,1,30,14,14,1,1
433,1,1,1,48,13,16,1,1
433,2,1,1,48,12,16,7,1
434,1,1,1,30,12,13,1,1
434,2,1,1,27,12,13,1,1
435,1,1,1,54,13,16,1,1
435,2,1,1,55,13,16,1,1
436,1,1,2,61,12,12,5,1
436,2,1,1,61,12,12,5,1
437,1,1,2,39,12,15,1,1
437,2,1,1,36,13,15,7,1
438,1,1,2,55,9,17,5,1
438,2,1,2,52,12,17,1,1
439,1,1,1,43,12,11,1,1
439,2,1,2,43,12,11,7,1
440,1,1,1,44,9,17,1,1
440,2,1,1,42,9,17,1,1
441,1,1,1,33,9,15,2,1
441,2,1,1,32,9,15,7,1
442,1,1,1,41,10,15,1,1
442,2,1,1,39,12,15,1,1
443,1,1,1,48,12,17,2,1
443,2,1,1,58,9,17,2,1
444,1,1,1,60,10,16,5,1
444,2,1,1,54,10,16,5,1
445,1,1,1,27,9,5,1,1
445,2,1,2,27,9,5,7,1
446,1,1,1,56,12,17,5,1
446,2,1,1,57,10,17,1,1
447,1,1,1,53,9,12,1,0
447,2,1,1,46,9,12,1,0
448,1,1,1,44,9,18,1,1
448,2,1,1,39,14,18,2,1
449,1,1,1,40,9,13,1,0
449,2,1,2,35,9,13,7,0
450,1,1,2,48,12,11,4,1
450,2,1,1,40,12,11,7,1
451,1,1,1,25,12,14,7,1
451,2,1,2,26,12,14,1,1
452,1,1,1,55,13,19,1,1
452,2,1,2,54,13,19,1,1
453,1,1,1,32,9,10,1,1
453,2,1,1,27,9,10,7,1
454,1,1,3,45,7,12,1,1
454,2,1,2,43,10,12,1,1
455,1,2,2,38,9,6,1,1
455,2,2,2,31,12,6,4,1
456,1,1,1,40,12,15,1,1
456,2,1,2,38,13,15,7,1
457,1,1,1,54,9,12,1,1
457,2,1,1,55,9,12,2,1
458,1,1,1,58,10,11,2,1
458,2,1,1,55,14,11,1,1
459,1,1,4,44,7,10,6,1
459,2,1,5,45,9,10,4,1
460,1,1,3,44,11,14,1,1
460,2,1,1,40,9,14,1,1
461,1,1,1,29,10,13,1,1
461,2,1,1,25,12,13,7,1
462,1,1,1,50,10,19,2,1
462,2,1,2,49,12,19,1,1
463,1,1,1,42,12,17,1,1
463,2,1,1,43,13,17,1,1
464,1,1,3,56,10,15,1,1
464,2,1,3,54,9,15,7,1
465,1,1,1,42,12,18,1,1
465,2,1,1,40,11,18,1,1
466,1,1,1,43,12,12,1,1
466,2,1,1,36,12,12,7,1
467,1,1,1,38,14,16,2,1
467,2,1,1,38,13,16,7,1
468,1,1,1,39,12,16,1,1
468,2,1,1,33,12,16,1,1
469,1,1,2,29,10,19,2,1
469,2,1,2,28,10,19,2,1
470,1,1,1,28,9,12,1,1
470,2,1,1,29,9,12,1,1
471,1,1,1,54,12,19,1,1
471,2,1,1,52,12,19,1,1
472,1,1,1,62,10,14,2,1
472,2,1,1,61,9,14,4,1
473,1,1,1,29,12,14,1,1
473,2,1,1,29,12,14,1,1
474,1,1,1,27,10,16,1,1
474,2,1,1,27,13,16,1,1
475,1,1,2,49,9,14,2,1
475,2,1,2,44,12,14,1,1
476,1,2,1,42,6,4,6,1
476,2,2,1,32,6,4,6,1
477,1,1,1,30,12,14,1,1
477,2,1,1,28,12,14,2,1
478,1,1,1,38,10,14,1,1
478,2,1,1,35,10,14,1,1
479,1,1,1,36,10,14,1,1
479,2,1,1,36,10,14,1,1
480,1,1,1,37,9,14,1,1
480,2,1,2,36,12,14,7,1
481,1,1,1,28,12,7,1,1
481,2,1,1,27,12,7,7,1
482,1,1,1,57,12,17,2,1
482,2,1,1,56,9,17,1,1
483,1,1,2,55,13,16,5,1
483,2,1,1,56,12,16,5,1
484,1,1,1,30,10,11,1,1
484,2,1,1,29,12,11,1,1
485,1,1,2,47,9,15,1,1
485,2,1,2,56,9,15,7,1
486,1,2,4,61,10,4,6,1
486,2,2,4,55,11,4,2,1
487,1,1,1,27,9,9,1,1
487,2,1,1,29,11,9,1,1
488,1,1,1,44,10,13,1,1
488,2,1,1,50,10,13,1,1
489,1,1,1,57,12,17,1,1
489,2,1,1,54,12,17,1,1
490,1,1,1,38,13,18,1,1
490,2,1,1,36,13,18,1,1
491,1,1,1,58,9,11,1,1
491,2,1,1,56,9,11,6,1
492,1,1,1,43,12,18,1,1
492,2,1,1,43,12,18,4,1
493,1,1,1,40,12,11,1,1
493,2,1,2,40,12,11,1,1
494,1,1,1,30,12,16,1,1
494,2,1,1,30,11,16,1,1
495,1,1,1,54,9,14,1,1
495,2,1,1,56,2,14,2,1
496,1,1,1,24,11,8,1,1
496,2,1,1,23,10,8,1,1
497,1,1,1,63,12,14,1,1
497,2,1,1,64,10,14,5,1
498,1,1,1,27,12,11,1,1
498,2,1,2,27,12,11,1,1
499,1,1,2,57,13,14,1,1
499,2,1,2,55,13,14,7,1
500,1,1,2,39,12,14,1,1
500,2,1,1,36,12,14,7,1
501,1,1,1,56,12,18,1,1
501,2,1,1,53,12,18,5,1
502,1,1,1,47,7,8,1,1
502,2,1,2,44,10,8,4,1
503,1,1,1,52,10,14,2,1
503,2,1,1,52,13,14,1,1
504,1,1,1,57,8,11,1,1
504,2,1,1,58,7,11,5,1
505,1,1,5,62,9,10,5,1
505,2,1,5,59,10,10,4,1
506,1,1,1,41,13,17,1,1
506,2,1,1,35,13,17,2,1
507,1,1,1,51,13,13,1,1
507,2,1,1,55,13,13,4,1
508,1,1,1,55,13,16,1,1
508,2,1,2,54,13,16,2,1
509,1,2,2,51,14,8,4,0
509,2,2,2,50,9,8,1,0
510,1,1,1,35,12,14,1,1
510,2,1,2,30,11,14,1,1
511,1,1,1,36,10,12,1,1
511,2,1,1,37,12,12,7,1
512,1,1,1,45,12,16,1,1
512,2,1,1,40,12,16,1,1
513,1,1,2,38,12,10,1,1
513,2,1,3,32,8,10,7,1
514,1,1,1,31,14,16,2,1
514,2,1,2,27,11,16,7,1
515,1,1,1,33,12,16,1,1
515,2,1,1,33,11,16,1,1
516,1,1,2,56,9,12,3,1
516,2,1,3,52,11,12,1,1
517,1,1,4,27,11,9,1,1
517,2,1,4,29,12,9,1,1
518,1,1,1,58,13,12,1,1
518,2,1,1,50,9,12,4,1
519,1,1,1,34,10,7,6,1
519,2,1,1,32,10,7,1,1
520,1,1,1,36,12,13,1,1
520,2,1,1,33,12,13,7,1
521,1,2,1,61,10,14,1,1
521,2,2,1,59,10,14,1,1
522,1,1,1,38,9,15,1,1
522,2,1,1,41,12,15,7,1
523,1,2,2,33,11,7,1,1
523,2,2,2,33,12,7,1,1
524,1,1,1,48,4,11,1,1
524,2,1,1,46,9,11,1,1
525,1,1,1,62,9,11,6,1
525,2,1,2,59,9,11,7,1
526,1,2,2,49,13,19,1,1
526,2,2,2,39,12,19,1,1
527,1,1,1,54,12,18,1,1
527,2,1,1,55,13,18,1,1
528,1,1,1,40,9,12,1,1
528,2,1,2,40,9,12,3,1
529,1,1,1,36,11,14,1,1
529,2,1,1,30,11,14,7,1
530,1,1,1,51,12,15,2,1
530,2,1,1,46,9,15,1,1
531,1,1,1,49,9,14,1,1
531,2,1,2,49,12,14,1,1
532,1,1,1,41,13,8,7,1
532,2,1,2,41,11,8,7,1
533,1,2,1,57,10,11,6,1
533,2,2,1,53,9,11,6,1
534,1,1,1,30,9,16,1,1
534,2,1,1,26,10,16,2,1
535,1,2,2,39,3,9,1,1
535,2,2,2,40,11,9,2,1
536,1,1,1,38,10,3,6,0
536,2,1,1,38,9,3,7,0
537,1,1,2,34,13,16,1,1
537,2,1,2,33,12,16,1,1
538,1,1,1,63,9,15,1,1
538,2,1,1,56,9,15,1,1
539,1,1,1,64,12,13,1,1
539,2,1,2,63,10,13,5,1
540,1,1,1,61,13,17,1,1
540,2,1,1,60,10,17,1,1
541,1,1,2,47,12,16,1,1
541,2,1,1,44,9,16,4,1
542,1,2,1,39,10,11,1,1
542,2,2,1,31,11,11,7,1
543,1,1,2,44,11,11,7,1
543,2,1,1,42,11,11,6,1
544,1,1,1,49,11,8,1,1
544,2,1,2,45,10,8,1,1
545,1,1,1,53,9,15,1,1
545,2,1,1,53,10,15,1,1
546,1,1,1,43,10,14,1,1
546,2,1,1,40,12,14,1,1
547,1,1,1,30,10,8,1,1
547,2,1,1,26,12,8,7,1
548,1,1,1,59,12,17,5,1
548,2,1,4,56,13,17,5,1
549,1,1,2,59,12,11,1,1
549,2,1,1,58,11,11,2,1
550,1,1,1,53,11,10,2,1
550,2,1,1,54,9,10,7,1
551,1,1,1,48,14,17,2,1
551,2,1,2,50,14,17,2,1
552,1,1,1,54,9,7,6,1
552,2,1,1,51,9,7,6,1
553,1,1,1,52,9,13,1,1
553,2,1,1,50,10,13,1,1
554,1,1,5,44,12,18,1,1
554,2,1,2,42,12,18,1,1
555,1,1,1,42,14,19,1,1
555,2,1,1,45,14,19,7,1
556,1,1,2,40,10,16,1,1
556,2,1,2,42,11,16,1,1
557,1,1,1,33,11,9,3,1
557,2,1,2,32,10,9,1,1
558,1,1,1,53,9,11,1,0
558,2,1,1,61,9,11,1,0
559,1,1,1,51,12,17,1,1
559,2,1,1,44,14,17,1,1
560,1,2,3,52,13,17,2,1
560,2,2,2,45,12,17,1,1
561,1,1,1,42,9,18,2,1
561,2,1,1,36,12,18,2,1
562,1,1,2,48,10,14,2,1
562,2,1,2,50,13,14,1,1
563,1,1,1,63,9,4,5,1
563,2,1,1,60,7,4,5,1
564,1,1,1,50,9,7,5,1
564,2,1,1,55,11,7,1,1
565,1,1,1,37,10,15,7,1
565,2,1,1,34,10,15,1,1
566,1,1,2,54,12,13,1,1
566,2,1,1,48,10,13,1,1
567,1,1,1,50,5,1,7,1
567,2,1,1,52,10,1,4,1
568,1,1,2,52,9,12,1,1
568,2,1,2,52,14,12,2,1
569,1,1,1,53,12,15,2,1
569,2,1,2,56,13,15,4,1
570,1,1,2,64,9,12,5,1
570,2,1,2,64,9,12,5,1
571,1,1,1,43,13,17,4,1
571,2,1,1,33,12,17,1,1
572,1,1,1,63,9,14,1,1
572,2,1,1,61,9,14,5,1
573,1,1,1,57,8,19,1,1
573,2,1,1,58,13,19,4,1
574,1,1,1,59,11,17,1,1
574,2,1,2,60,12,17,1,1
575,1,2,1,29,9,10,1,1
575,2,2,1,25,10,10,1,1
576,1,1,1,48,12,16,2,1
576,2,1,2,46,12,16,2,1
577,1,1,1,40,9,10,1,0
577,2,1,1,45,9,10,3,0
578,1,1,2,34,12,14,1,1
578,2,1,1,30,13,14,1,1
579,1,1,1,48,12,15,1,1
579,2,1,1,43,11,15,7,1
580,1,1,2,32,10,13,1,1
580,2,1,1,33,12,13,1,1
581,1,1,1,47,9,13,1,1
581,2,1,1,46,9,13,1,1
582,1,1,2,44,12,9,1,1
582,2,1,1,42,11,9,3,1
583,1,1,4,43,14,16,1,1
583,2,1,1,41,10,16,1,1
584,1,1,1,58,14,16,5,1
584,2,1,1,57,13,16,5,1
585,1,1,1,32,13,15,1,1
585,2,1,1,32,12,15,7,1
586,1,1,1,40,13,12,7,1
586,2,1,1,38,12,12,1,1
587,1,1,1,22,7,8,1,0
587,2,1,1,22,9,8,1,0
588,1,1,2,37,13,13,3,1
588,2,1,1,37,10,13,2,1
589,1,1,1,40,10,12,1,1
589,2,1,1,30,9,12,7,1
590,1,1,3,34,8,7,2,1
590,2,1,2,41,10,7,7,1
591,1,1,1,46,8,13,6,1
591,2,1,2,51,12,13,1,1
592,1,1,2,30,10,11,1,1
592,2,1,2,35,9,11,4,1
593,1,2,1,36,7,7,6,1
593,2,2,1,39,9,7,7,1
594,1,1,1,41,9,12,1,1
594,2,1,2,46,9,12,4,1
595,1,1,2,41,9,13,1,1
595,2,1,2,46,9,13,7,1
596,1,1,1,59,9,15,5,1
596,2,1,1,52,9,15,5,1
597,1,1,1,48,10,16,1,1
597,2,1,1,48,9,16,1,1
598,1,2,1,35,12,14,1,1
598,2,2,1,35,12,14,1,1
599,1,1,1,27,13,16,1,1
599,2,1,1,27,12,16,1,1
600,1,1,1,54,6,3,2,1
600,2,1,2,50,9,3,4,1
601,1,1,1,54,12,13,1,1
601,2,1,1,53,10,13,1,1
602,1,1,2,51,12,18,2,1
602,2,1,1,49,13,18,1,1
603,1,1,1,60,12,19,1,1
603,2,1,2,53,11,19,7,1
604,1,1,1,45,12,15,1,1
604,2,1,2,41,10,15,7,1
605,1,2,2,44,12,15,1,1
605,2,2,1,47,13,15,1,1
606,1,1,1,50,9,12,1,0
606,2,1,1,47,9,12,1,0
607,1,1,1,58,12,13,1,1
607,2,1,1,51,10,13,1,1
608,1,1,1,33,10,13,1,1
608,2,1,2,30,10,13,7,1
609,1,1,1,33,12,8,1,1
609,2,1,1,31,12,8,7,1
610,1,1,1,47,11,8,2,0
610,2,1,2,42,10,8,1,0
611,1,1,1,39,11,13,1,1
611,2,1,1,43,11,13,7,1
612,1,1,1,55,11,14,1,0
612,2,1,2,54,9,14,7,0
613,1,1,1,60,12,18,1,1
613,2,1,1,61,10,18,5,1
614,1,1,1,35,12,16,1,1
614,2,1,1,29,12,16,1,1
615,1,1,1,56,14,19,1,1
615,2,1,3,54,14,19,1,1
616,1,1,1,41,9,14,2,1
616,2,1,2,47,12,14,2,1
617,1,1,1,62,10,13,1,0
617,2,1,1,61,9,13,6,0
618,1,1,1,62,10,10,2,1
618,2,1,1,61,9,10,7,1
619,1,1,1,40,6,5,6,0
619,2,1,1,43,6,5,1,0
620,1,1,1,50,11,14,5,1
620,2,1,1,44,11,14,1,1
621,1,1,1,29,9,7,1,1
621,2,1,1,30,10,7,7,1
622,1,1,1,61,11,13,5,1
622,2,1,2,58,10,13,5,1
623,1,1,3,64,10,16,1,1
623,2,1,2,63,12,16,5,1
624,1,1,1,34,12,17,1,1
624,2,1,1,35,13,17,1,1
625,1,1,1,33,12,17,1,1
625,2,1,1,35,12,17,1,1
626,1,1,1,30,10,6,7,1
626,2,1,1,25,10,6,7,1
627,1,1,1,58,4,4,6,1
627,2,1,1,63,4,4,6,1
628,1,1,2,38,12,18,2,1
628,2,1,1,39,12,18,1,1
629,1,1,1,57,10,18,2,1
629,2,1,1,52,14,18,1,1
630,1,1,3,59,10,11,6,1
630,2,1,2,55,11,11,1,1
631,1,2,1,50,9,13,1,0
631,2,2,1,42,9,13,1,0
632,1,1,1,36,11,8,1,1
632,2,1,1,34,10,8,7,1
633,1,1,1,61,8,6,6,0
633,2,1,1,53,9,6,3,0
634,1,1,2,56,10,15,2,1
634,2,1,1,51,11,15,1,1
635,1,1,2,55,14,16,1,1
635,2,1,3,48,12,16,7,1
636,1,1,2,41,9,3,2,0
636,2,1,1,38,6,3,4,0
637,1,1,1,58,10,11,1,1
637,2,1,1,55,12,11,1,1
638,1,1,2,40,9,15,1,1
638,2,1,2,44,10,15,1,1
639,1,1,2,53,9,11,5,1
639,2,1,2,45,9,11,1,1
640,1,1,2,55,11,14,2,1
640,2,1,2,53,9,14,1,1
641,1,1,2,52,9,13,7,1
641,2,1,2,48,12,13,1,1
642,1,1,2,54,10,15,1,1
642,2,1,2,53,10,15,1,1
643,1,1,2,43,12,16,1,1
643,2,1,1,38,10,16,7,1
644,1,1,1,40,12,18,1,1
644,2,1,1,44,13,18,1,1
645,1,1,1,31,9,11,1,1
645,2,1,1,30,9,11,7,1
646,1,2,1,26,9,6,7,1
646,2,2,2,29,10,6,1,1
647,1,1,1,36,12,11,1,1
647,2,1,1,36,12,11,7,1
648,1,1,1,40,12,16,1,1
648,2,1,1,33,13,16,1,1
649,1,1,1,27,12,13,1,1
649,2,1,1,27,12,13,1,1
650,1,1,1,36,7,11,1,1
650,2,1,2,35,9,11,7,1
651,1,1,1,42,13,12,1,1
651,2,1,1,41,10,12,7,1
652,1,1,2,34,10,15,3,1
652,2,1,2,28,9,15,1,1
653,1,1,1,34,14,19,1,1
653,2,1,3,35,10,19,7,1
654,1,1,2,44,12,15,1,1
654,2,1,2,36,12,15,7,1
655,1,1,2,62,12,9,5,1
655,2,1,2,57,10,9,6,1
656,1,1,5,27,10,13,1,1
656,2,1,5,28,9,13,1,1
657,1,1,3,62,11,11,4,1
657,2,1,4,61,4,11,7,1
658,1,1,2,41,11,15,1,1
658,2,1,2,37,10,15,7,1
659,1,1,1,60,9,15,1,1
659,2,1,1,59,9,15,1,1
660,1,1,1,43,9,4,2,1
660,2,1,1,40,10,4,7,1
661,1,2,4,40,9,10,7,1
661,2,2,4,39,10,10,1,1
662,1,1,1,48,8,13,4,1
662,2,1,1,46,9,13,7,1
663,1,1,2,42,10,9,1,1
663,2,1,2,43,9,9,2,1
664,1,1,2,49,10,14,1,1
664,2,1,2,45,13,14,7,1
665,1,1,1,23,10,4,4,1
665,2,1,1,23,10,4,1,1
666,1,1,1,26,13,13,1,1
666,2,1,1,26,12,13,1,1
667,1,1,1,49,12,15,1,1
667,2,1,1,50,13,15,1,1
668,1,2,3,47,4,1,2,1
668,2,2,1,48,7,1,1,1
669,1,1,1,56,8,10,1,1
669,2,1,4,60,11,10,6,1
670,1,1,1,37,10,15,1,1
670,2,1,1,37,11,15,1,1
671,1,2,2,31,7,8,4,1
671,2,2,3,26,10,8,1,1
672,1,1,2,25,9,13,1,1
672,2,1,2,25,10,13,1,1
673,1,1,1,40,11,12,1,1
673,2,1,1,39,11,12,4,1
674,1,1,1,28,13,10,1,1
674,2,1,1,27,12,10,2,1
675,1,1,1,44,13,16,1,1
675,2,1,2,43,13,16,1,1
676,1,1,1,63,10,14,1,0
676,2,1,1,62,10,14,1,0
677,1,2,1,54,10,10,1,1
677,2,2,2,44,9,10,1,1
678,1,1,1,29,9,8,1,1
678,2,1,1,29,10,8,1,1
679,1,1,1,32,12,14,1,1
679,2,1,1,34,12,14,1,1
680,1,1,3,34,10,16,1,1
680,2,1,4,28,11,16,7,1
681,1,1,2,31,9,10,4,1
681,2,1,2,31,10,10,7,1
682,1,1,1,45,10,16,1,1
682,2,1,1,41,12,16,1,1
683,1,1,1,63,9,12,2,1
683,2,1,1,62,7,12,1,1
684,1,1,2,58,10,13,2,1
684,2,1,1,57,10,13,4,1
685,1,1,2,54,9,15,2,1
685,2,1,2,54,13,15,2,1
686,1,1,3,58,10,4,7,1
686,2,1,2,56,10,4,7,1
687,1,1,1,63,13,13,5,1
687,2,1,1,60,13,13,5,1
688,1,1,1,63,13,19,1,1
688,2,1,1,59,12,19,5,1
689,1,1,1,60,12,19,5,1
