hh_id,gender,mar_status,rel_rating,age,education,hh_income,empl_status,hh_internet
689,2,1,1,61,13,19,5,1
690,1,1,1,28,13,11,1,1
690,2,1,1,23,10,11,7,1
691,1,2,1,49,6,7,6,0
691,2,2,2,43,10,7,6,0
692,1,1,1,41,10,16,1,1
692,2,1,1,37,9,16,1,1
693,1,1,1,54,9,8,4,1
693,2,1,2,57,10,8,5,1
694,1,2,1,29,9,14,1,1
695,2,2,2,32,10,15,1,1
696,1,1,1,28,14,14,1,1
696,2,1,2,30,12,14,7,1
697,1,1,1,30,11,13,1,1
697,2,1,1,23,10,13,2,1
698,1,2,2,30,10,12,3,1
698,2,2,1,26,11,12,1,1
699,1,1,1,34,14,15,1,1
699,2,1,3,27,13,15,4,1
700,1,1,1,58,10,12,4,1
700,2,1,1,57,11,12,1,1
701,1,1,2,38,9,13,1,1
701,2,1,2,37,9,13,1,1
702,1,1,1,57,10,15,1,1
702,2,1,1,56,10,15,2,1
703,1,1,2,47,10,14,1,1
703,2,1,1,44,8,14,1,1
704,1,1,2,25,10,9,7,1
704,2,1,2,23,11,9,1,1
705,1,1,3,48,12,17,2,1
705,2,1,3,42,12,17,1,1
706,1,1,1,27,12,13,1,1
706,2,1,1,27,12,13,1,1
707,1,1,1,38,13,16,1,1
707,2,1,1,36,12,16,1,1
708,1,2,1,26,10,7,1,1
708,2,2,2,24,10,7,7,1
709,1,1,1,47,12,19,1,1
709,2,1,1,39,12,19,1,1
710,1,1,1,50,6,7,6,1
710,2,1,1,47,10,7,4,1
711,1,1,2,32,8,18,1,1
711,2,1,5,31,10,18,7,1
712,1,1,1,34,9,11,1,1
712,2,1,2,30,12,11,1,1
713,1,1,1,49,12,16,1,1
713,2,1,1,47,13,16,1,1
714,1,2,2,37,10,9,1,1
714,2,2,2,40,10,9,1,1
715,1,1,1,23,8,9,1,0
715,2,1,1,21,10,9,1,0
716,1,1,1,38,10,15,1,1
716,2,1,1,29,12,15,7,1
717,1,1,1,47,13,13,1,1
717,2,1,1,39,12,13,4,1
718,1,1,1,26,10,16,1,1
718,2,1,1,30,12,16,1,1
719,1,1,1,35,8,12,1,1
719,2,1,1,40,10,12,7,1
720,1,1,1,45,10,16,2,1
720,2,1,1,48,9,16,2,1
721,1,1,1,24,9,8,1,1
721,2,1,2,22,9,8,4,1
722,1,1,2,51,9,6,2,0
722,2,1,2,49,12,6,4,0
723,1,1,1,22,12,17,1,1
723,2,1,1,23,10,17,7,1
724,1,1,1,55,10,16,1,1
724,2,1,4,53,10,16,1,1
725,1,1,2,58,9,16,1,1
725,2,1,1,58,9,16,1,1
726,1,1,1,54,9,11,4,1
726,2,1,1,54,8,11,7,1
727,1,1,1,25,10,6,1,1
727,2,1,1,23,9,6,7,1
728,1,1,1,58,12,12,4,1
728,2,1,1,55,10,12,4,1
729,1,1,1,41,11,13,1,1
729,2,1,1,31,12,13,6,1
730,1,1,4,49,10,19,1,1
730,2,1,4,49,12,19,1,1
731,1,1,1,59,12,18,1,1
731,2,1,1,58,12,18,1,1
732,1,1,1,55,9,16,2,1
732,2,1,1,54,9,16,2,1
733,1,1,1,51,9,14,1,1
733,2,1,1,47,11,14,1,1
734,1,1,2,40,9,14,1,1
734,2,1,1,36,10,14,1,1
735,1,2,2,34,9,14,1,1
735,2,2,1,33,11,14,1,1
736,1,1,4,40,9,14,1,0
736,2,1,4,37,6,14,7,0
737,1,1,1,32,10,13,1,0
737,2,1,1,25,11,13,1,0
738,1,1,1,42,13,14,1,1
738,2,1,1,42,12,14,7,1
739,1,1,1,26,9,2,4,1
739,2,1,1,23,12,2,1,1
740,1,1,1,60,7,16,1,0
740,2,1,1,60,5,16,6,0
741,1,1,1,62,10,10,6,1
741,2,1,1,61,10,10,1,1
742,1,1,3,34,9,13,1,1
742,2,1,4,33,10,13,1,1
743,1,1,1,40,10,14,1,1
743,2,1,1,40,9,14,7,1
744,1,1,1,28,10,15,1,1
744,2,1,1,30,10,15,1,1
745,1,1,1,42,10,19,1,1
745,2,1,1,32,12,19,1,1
746,1,1,1,58,10,11,2,1
746,2,1,1,54,10,11,1,1
747,1,1,2,26,12,14,1,1
747,2,1,2,26,10,14,7,1
748,1,1,1,63,7,11,6,1
748,2,1,1,62,8,11,1,1
749,1,2,2,32,11,14,1,1
749,2,2,1,30,11,14,1,1
750,1,1,1,61,10,12,1,1
750,2,1,1,59,10,12,1,1
751,1,1,1,35,12,10,1,1
751,2,1,3,29,10,10,7,1
752,1,2,2,19,6,2,2,1
752,2,2,2,20,9,2,4,1
753,1,1,2,29,9,7,4,1
753,2,1,2,26,10,7,1,1
754,1,1,3,57,9,12,4,1
754,2,1,2,53,9,12,1,1
755,1,1,1,23,5,3,3,0
755,2,1,1,28,9,3,7,0
756,1,1,2,36,14,15,1,1
756,2,1,1,39,13,15,7,1
757,1,1,2,40,13,17,1,1
757,2,1,2,39,13,17,7,1
758,1,2,3,61,9,8,5,1
758,2,2,3,53,11,8,6,1
759,1,1,2,33,10,11,1,1
759,2,1,2,30,10,11,1,1
760,1,1,2,63,10,12,2,1
760,2,1,2,63,11,12,1,1
761,1,1,2,40,12,13,1,1
761,2,1,2,41,10,13,1,1
762,1,1,1,33,10,11,1,1
762,2,1,1,34,10,11,2,1
763,1,1,1,30,13,12,1,1
763,2,1,1,28,13,12,1,1
764,1,1,2,55,9,16,1,1
764,2,1,2,51,11,16,1,1
765,1,1,1,36,7,8,4,0
765,2,1,1,36,10,8,1,0
766,1,1,1,47,4,14,1,1
766,2,1,1,43,8,14,7,1
767,1,1,1,30,10,14,1,1
767,2,1,1,28,12,14,1,1
768,1,1,1,39,9,14,1,1
768,2,1,1,39,12,14,1,1
769,1,1,1,32,12,16,1,1
769,2,1,1,32,12,16,1,1
770,1,1,1,53,10,11,1,1
770,2,1,1,59,10,11,6,1
771,1,2,1,30,13,17,1,1
771,2,2,1,29,13,17,1,1
772,1,1,1,35,10,9,1,1
772,2,1,1,28,9,9,7,1
773,1,1,2,36,12,13,2,1
773,2,1,1,30,12,13,1,1
774,1,1,2,42,9,12,6,1
774,2,1,3,42,10,12,7,1
775,1,2,1,47,5,10,6,0
775,2,2,1,43,10,10,6,0
776,1,1,1,47,13,8,1,1
776,2,1,1,41,11,8,1,1
777,1,1,1,28,9,11,1,1
777,2,1,1,27,9,11,1,1
778,1,1,2,51,9,11,1,1
778,2,1,1,47,9,11,1,1
779,1,1,1,43,12,15,2,1
779,2,1,1,42,12,15,2,1
780,1,1,1,33,9,6,1,1
780,2,1,1,35,9,6,4,1
781,1,1,1,42,9,12,1,1
781,2,1,1,40,12,12,4,1
782,1,1,3,47,9,11,6,1
782,2,1,2,46,10,11,1,1
783,1,2,1,55,9,16,2,1
783,2,2,1,49,10,16,1,1
784,1,1,1,46,9,14,1,1
784,2,1,1,45,11,14,2,1
785,1,1,2,48,14,16,1,1
785,2,1,2,46,12,16,6,1
786,1,2,1,21,10,13,1,1
786,2,2,1,24,12,13,1,1
787,1,1,1,47,14,16,1,1
787,2,1,1,47,11,16,1,1
788,1,2,2,54,5,8,1,1
788,2,2,1,55,9,8,2,1
789,1,1,1,43,11,13,1,1
789,2,1,1,41,11,13,1,1
790,1,1,1,40,12,16,1,1
790,2,1,1,40,11,16,1,1
791,1,1,2,58,12,9,1,1
791,2,1,2,57,10,9,1,1
792,1,1,1,61,10,13,1,1
792,2,1,1,61,9,13,5,1
793,1,1,1,26,12,15,1,1
793,2,1,4,23,9,15,1,1
794,1,1,1,44,9,13,1,1
794,2,1,1,43,12,13,1,1
795,1,1,2,31,9,6,4,1
795,2,1,2,29,10,6,4,1
796,1,2,2,62,12,10,5,1
796,2,2,1,59,13,10,6,1
797,1,1,2,45,9,16,1,0
797,2,1,2,46,10,16,4,0
798,1,1,1,42,12,16,1,1
798,2,1,2,42,12,16,1,1
799,1,1,1,56,4,7,6,0
799,2,1,4,51,9,7,1,0
800,1,1,2,33,11,9,3,1
800,2,1,2,26,10,9,1,1
801,1,1,1,28,12,15,1,1
801,2,1,1,31,13,15,7,1
802,1,2,1,58,9,11,1,0
802,2,2,1,48,10,11,4,0
803,1,2,1,31,9,10,3,1
803,2,2,2,36,8,10,4,1
804,1,2,3,30,10,15,1,0
804,2,2,5,29,12,15,1,0
805,1,1,1,42,11,1,6,1
805,2,1,2,40,10,1,7,1
806,1,1,1,61,10,9,1,1
806,2,1,2,60,10,9,5,1
807,1,1,2,44,11,12,1,1
807,2,1,1,41,9,12,7,1
808,1,1,1,27,10,5,1,1
808,2,1,1,25,12,5,7,1
809,1,2,1,40,9,15,1,1
809,2,2,1,30,10,15,1,1
810,1,1,1,56,8,7,6,1
810,2,1,1,59,8,7,6,1
811,1,1,1,25,12,7,2,1
811,2,1,1,27,11,7,4,1
812,1,1,1,56,12,14,6,1
812,2,1,1,55,12,14,5,1
813,1,1,1,33,14,14,1,1
813,2,1,1,32,14,14,1,1
814,1,2,2,31,5,7,1,1
814,2,2,2,28,10,7,1,1
815,1,1,1,53,9,14,5,1
815,2,1,1,49,9,14,1,1
816,1,1,2,46,12,11,1,1
816,2,1,2,44,10,11,1,1
817,1,1,1,56,9,11,1,1
817,2,1,2,56,10,11,6,1
818,1,1,1,37,12,12,1,1
818,2,1,1,38,11,12,2,1
819,1,1,1,32,9,11,1,1
819,2,1,1,32,9,11,1,1
820,1,2,1,46,9,17,1,1
820,2,2,2,43,7,17,1,1
821,1,1,1,33,12,13,1,1
821,2,1,1,30,11,13,7,1
822,1,1,1,60,13,15,5,1
822,2,1,1,61,13,15,5,1
823,1,2,1,48,10,12,2,1
823,2,2,1,58,13,12,5,1
824,1,1,1,54,9,7,3,1
824,2,1,1,52,10,7,1,1
825,1,1,4,60,12,14,5,1
825,2,1,3,59,12,14,5,1
826,1,1,2,49,10,14,6,0
826,2,1,1,49,11,14,1,0
827,1,2,2,59,12,10,7,1
827,2,2,5,53,10,10,4,1
828,1,1,1,29,12,16,1,1
828,2,1,2,31,12,16,1,1
829,1,1,1,55,9,10,1,0
829,2,1,3,54,9,10,2,0
830,1,2,2,24,11,14,2,1
830,2,2,2,24,11,14,1,1
831,1,2,1,22,10,6,1,1
831,2,2,1,20,10,6,4,1
832,1,2,1,52,9,17,2,1
832,2,2,2,48,12,17,2,1
833,1,2,2,39,10,11,1,1
833,2,2,1,37,10,11,1,1
834,1,2,2,38,11,13,2,1
834,2,2,2,37,12,13,1,1
835,1,2,3,28,9,7,1,0
835,2,2,1,26,9,7,1,0
836,1,2,1,29,12,16,2,1
836,2,2,1,29,12,16,1,1
837,1,2,4,36,12,19,3,1
837,2,2,2,38,12,19,1,1
838,1,2,1,26,12,16,1,1
838,2,2,1,30,12,16,1,1
839,1,2,4,34,10,11,1,1
839,2,2,1,30,11,11,1,1
840,1,2,1,28,10,7,1,0
840,2,2,1,26,9,7,4,0
841,1,2,2,27,13,6,4,1
841,2,2,2,27,13,6,1,1
842,1,2,2,44,10,3,4,0
842,2,2,4,37,9,3,1,0
843,1,2,1,25,12,12,2,1
843,2,2,1,26,11,12,2,1
844,1,2,1,48,9,9,4,1
844,2,2,1,52,10,9,4,1
845,1,2,1,24,10,8,1,1
845,2,2,2,20,9,8,4,1
846,1,2,1,47,7,10,1,1
846,2,2,2,46,10,10,1,1
847,1,2,1,27,10,13,1,1
847,2,2,1,27,10,13,1,1
848,1,2,2,48,9,6,1,0
848,2,2,2,44,9,6,7,0
849,1,2,1,30,9,9,6,1
849,2,2,1,37,9,9,6,1
850,1,2,1,27,10,6,4,1
850,2,2,1,24,11,6,1,1
851,1,2,1,24,12,11,1,1
851,2,2,2,23,12,11,1,1
852,1,2,2,31,7,10,7,1
852,2,2,2,30,12,10,1,1
853,1,2,1,55,9,14,1,1
853,2,2,1,36,12,14,1,1
854,1,2,2,36,9,11,2,1
854,2,2,2,36,9,4,6,1
855,1,2,4,36,11,15,1,1
855,2,2,2,29,13,15,2,1
856,1,2,2,22,10,16,4,1
856,2,2,2,21,10,16,4,1
857,1,2,2,22,10,3,1,1
857,2,2,1,24,10,3,1,1
858,1,2,2,36,7,6,2,1
858,2,2,3,24,9,5,4,1
859,1,2,1,23,10,15,1,1
859,2,2,1,24,10,12,4,1
860,1,2,2,37,10,8,2,1
860,2,2,2,31,9,8,1,1
861,1,2,2,23,10,17,1,1
861,2,2,2,21,10,17,1,1
862,1,2,1,46,11,13,2,1
862,2,2,1,52,10,12,2,1
863,1,2,2,23,10,9,1,1
863,2,2,2,23,10,99,1,1
864,1,2,2,23,9,11,3,1
864,2,2,1,21,9,12,1,1
865,1,2,3,21,10,2,1,1
865,2,2,2,20,10,2,1,1
866,1,2,1,44,10,12,1,1
866,2,2,1,45,10,12,1,1
867,1,2,1,29,9,10,2,1
867,2,2,1,27,10,7,2,1
868,1,2,2,56,10,7,1,1
868,2,2,1,50,11,7,4,1
869,1,2,2,20,10,6,1,1
869,2,2,2,19,7,6,4,1
870,1,2,4,52,9,16,1,1
870,2,2,2,47,12,16,1,1
871,1,2,2,45,9,11,1,1
871,2,2,4,49,10,11,1,1
872,1,2,1,54,9,16,1,1
872,2,2,2,53,10,17,1,1
873,1,2,1,26,12,16,1,1
873,2,2,1,25,12,16,1,1
874,1,2,1,27,9,3,6,1
874,2,2,1,23,10,3,6,1
875,1,2,2,58,9,15,1,1
875,2,2,2,50,10,15,4,1
876,1,2,1,58,10,99,1,1
876,2,2,1,58,10,9,6,1
877,1,2,1,25,11,8,1,1
877,2,2,1,23,12,8,1,1
878,1,2,2,46,9,14,6,1
878,2,2,2,31,12,14,1,1
879,1,2,2,20,9,12,1,1
879,2,2,2,19,10,15,4,1
880,1,2,2,37,12,11,1,1
880,2,2,2,37,9,11,1,1
881,1,2,2,24,12,11,4,1
881,2,2,2,23,12,11,1,1
882,1,2,1,48,9,8,2,1
882,2,2,3,44,10,9,7,1
883,1,2,1,41,12,17,1,1
883,2,2,1,38,14,17,1,1
884,1,2,3,49,9,6,6,1
884,2,2,2,47,9,7,6,1
885,1,2,1,28,13,14,1,1
885,2,2,1,24,12,14,1,1
886,1,2,2,21,5,99,1,1
886,2,2,4,21,9,2,4,1
887,1,2,1,29,12,12,1,1
887,2,2,2,26,10,12,7,1
888,1,2,2,28,10,13,4,1
888,2,2,2,29,10,13,1,1
889,1,2,1,33,11,16,1,1
889,2,2,1,28,9,15,1,1
890,1,2,2,51,9,7,2,1
890,2,2,1,52,12,7,4,1
891,1,2,1,29,11,8,1,1
891,2,2,1,25,11,8,7,1
892,1,2,2,29,12,7,1,1
892,2,2,1,26,13,7,7,1
893,1,2,1,31,11,13,1,1
893,2,2,1,30,12,14,1,1
894,1,2,2,58,7,8,2,1
894,2,2,2,54,9,8,1,1
895,1,2,1,21,10,99,2,1
895,2,2,1,19,10,9,4,1
896,1,2,2,59,12,99,4,1
896,2,2,4,61,10,11,1,1
897,1,2,1,49,10,14,1,1
897,2,2,1,48,11,14,1,1
898,1,2,2,23,9,10,1,1
898,2,2,2,24,9,9,2,1
899,1,2,1,42,11,10,1,1
899,2,2,1,43,9,9,2,1
900,1,2,2,50,12,5,1,1
900,2,2,3,45,9,4,6,1
901,1,2,1,24,10,10,1,1
901,2,2,1,23,12,10,1,1
902,1,2,2,54,9,4,6,1
902,2,2,1,52,10,4,6,1
903,1,2,1,23,7,1,4,1
903,2,2,1,33,10,1,7,1
904,1,2,4,34,13,11,1,1
904,2,2,2,29,11,11,1,1
905,1,2,2,47,12,12,4,0
905,2,2,2,25,12,12,1,0
906,1,2,1,38,9,1,1,1
906,2,2,1,37,9,1,1,1
907,1,2,1,28,9,15,1,1
907,2,2,2,28,12,15,1,1
908,1,2,2,21,10,12,2,1
908,2,2,2,20,9,99,4,1
909,1,2,1,62,9,10,1,1
909,2,2,1,53,10,10,1,1
910,1,2,2,55,14,16,1,1
910,2,2,2,55,9,13,1,1
911,1,2,2,37,12,9,1,1
911,2,2,2,26,12,8,1,1
912,1,2,1,42,9,15,1,1
912,2,2,2,34,12,17,3,1
913,1,2,2,49,11,13,2,1
913,2,2,2,49,11,13,1,1
914,1,2,2,33,12,13,1,1
914,2,2,1,32,11,13,1,1
915,1,2,1,27,12,16,1,1
915,2,2,1,24,12,15,1,1
916,1,2,2,34,9,9,4,1
916,2,2,2,44,10,9,7,1
917,1,2,2,41,9,15,1,1
917,2,2,2,41,10,15,1,1
918,1,2,1,26,11,99,3,1
918,2,2,1,43,13,1,1,1
919,1,2,1,30,13,9,2,1
919,2,2,2,24,12,8,1,1
920,1,2,1,31,10,12,1,1
920,2,2,1,24,10,12,1,1
921,1,2,1,22,12,17,1,1
921,2,2,1,21,11,17,1,1
922,1,2,1,37,9,8,2,0
922,2,2,1,20,9,8,1,0
923,1,2,1,57,9,14,1,1
923,2,2,1,53,10,14,1,1
924,1,2,1,44,9,11,1,1
924,2,2,1,49,10,11,1,1
925,1,2,1,21,10,4,1,1
925,2,2,1,20,10,4,1,1
926,1,2,1,35,11,11,1,1
926,2,2,1,25,9,11,7,1
927,1,2,1,30,11,7,1,1
927,2,2,1,23,10,7,7,1
928,1,2,2,19,9,7,4,1
928,2,2,2,21,10,6,6,1
929,1,2,2,36,9,2,3,1
929,2,2,1,29,11,2,7,1
930,1,2,1,27,11,7,1,1
930,2,2,1,25,11,7,1,1
931,1,2,1,53,12,11,1,1
931,2,2,1,56,12,11,5,0
932,1,2,1,20,10,14,4,1
932,2,2,1,19,12,14,1,1
933,1,2,2,23,10,7,1,1
933,2,2,2,20,10,7,3,1
934,1,2,1,23,9,11,1,0
934,2,2,2,20,10,11,4,0
935,1,2,2,41,13,12,1,1
935,2,2,1,39,13,17,1,1
936,1,2,1,24,12,13,1,1
936,2,2,1,24,12,13,1,1
937,1,2,2,24,10,7,1,1
937,2,2,1,21,10,4,1,1
938,1,2,1,22,9,11,1,1
938,2,2,1,20,9,11,7,1
939,1,2,1,21,9,1,4,1
939,2,2,2,18,9,2,3,1
940,1,2,1,25,12,13,1,1
940,2,2,1,40,10,13,1,1
941,1,2,2,26,9,99,1,1
941,2,2,1,23,10,99,1,1
942,1,2,1,51,11,8,2,1
942,2,2,2,39,12,8,2,1
943,1,2,2,49,10,5,1,1
943,2,2,4,32,10,6,1,1
944,1,2,1,27,10,14,1,1
944,2,2,2,27,12,14,1,1
945,1,2,2,24,10,13,1,1
945,2,2,2,23,9,13,4,1
946,1,2,2,37,13,12,1,1
946,2,2,3,35,11,11,1,1
947,1,2,2,29,12,16,1,1
947,2,2,2,28,13,16,1,1
948,1,2,2,56,10,13,1,1
948,2,2,2,54,10,13,6,1
949,1,2,3,39,12,13,4,1
949,2,2,2,29,9,12,1,1
950,1,2,1,28,11,6,2,1
950,2,2,1,25,10,8,7,1
951,1,2,2,37,10,7,2,1
951,2,2,1,21,10,7,1,1
952,1,2,2,38,9,1,4,1
952,2,2,2,41,10,6,1,1
953,1,2,1,45,10,15,2,1
953,2,2,1,44,12,15,1,1
954,1,2,1,33,9,7,4,0
954,2,2,1,32,11,7,1,0
955,1,2,1,50,10,14,2,1
955,2,2,1,47,11,13,1,1
956,1,2,2,23,10,10,1,1
956,2,2,2,21,10,10,1,1
957,1,2,2,29,12,6,7,1
957,2,2,1,27,13,6,1,1
958,1,2,2,37,11,10,1,1
958,2,2,2,35,10,10,6,1
959,1,2,1,36,12,13,2,1
959,2,2,1,42,10,13,1,1
960,1,2,1,21,10,15,4,1
960,2,2,2,21,10,15,1,1
961,1,2,1,23,10,8,1,1
961,2,2,1,21,10,8,1,1
962,1,2,4,47,6,12,2,1
962,2,2,4,49,9,9,4,1
963,1,2,1,22,12,13,1,1
963,2,2,1,22,12,13,1,1
964,1,2,1,50,11,11,1,1
964,2,2,1,42,10,4,1,1
965,1,2,1,30,5,1,7,1
965,2,2,1,35,5,9,1,1
966,1,2,2,26,5,6,2,1
966,2,2,3,26,9,6,7,1
967,1,2,1,25,9,10,2,1
967,2,2,1,32,11,10,1,1
968,1,2,1,20,8,16,4,1
968,2,2,1,19,9,16,4,1
969,1,2,1,54,10,13,3,1
969,2,2,1,28,10,13,1,1
970,1,2,1,26,10,4,4,1
970,2,2,1,27,10,4,1,1
971,1,2,1,47,10,11,2,1
971,2,2,1,25,12,11,1,1
972,1,2,1,54,14,17,1,1
972,2,2,1,41,13,17,1,1
973,1,2,1,27,9,9,1,1
973,2,2,1,20,9,9,4,1
974,1,2,1,23,10,11,1,1
974,2,2,2,22,10,11,1,1
975,1,2,2,20,10,10,4,1
975,2,2,2,21,10,10,1,1
976,1,2,2,32,10,11,1,1
976,2,2,2,29,13,11,1,1
977,1,2,2,28,14,13,1,1
977,2,2,1,25,10,13,7,1
978,1,2,1,36,6,9,1,1
978,2,2,2,43,9,9,7,1
979,1,2,1,23,9,1,7,1
979,2,2,2,21,5,1,7,1
980,1,2,4,59,10,13,5,1
980,2,2,3,61,11,13,5,1
981,1,2,1,37,10,12,4,1
981,2,2,1,33,11,12,1,1
982,1,2,1,22,12,9,1,1
982,2,2,1,22,12,9,1,1
983,1,2,4,29,9,13,1,1
983,2,2,2,24,12,13,1,1
984,1,2,1,31,9,8,3,1
984,2,2,2,24,10,8,1,1
985,1,2,2,56,9,14,1,1
985,2,2,1,46,10,14,4,1
986,1,2,1,31,9,12,1,1
986,2,2,1,30,11,12,1,1
987,1,2,1,53,12,8,1,1
987,2,2,2,55,9,3,6,1
988,1,2,2,53,12,12,1,1
988,2,2,2,51,12,12,1,1
989,1,2,2,56,9,8,1,1
989,2,2,5,44,11,7,7,1
990,1,2,2,22,10,11,1,1
990,2,2,2,23,11,11,1,1
991,1,2,2,58,9,11,1,1
991,2,2,2,57,10,11,6,1
992,1,2,1,22,11,15,1,1
992,2,2,1,23,11,15,1,1
993,1,2,2,26,5,13,1,1
993,2,2,2,24,9,14,4,1
994,1,2,2,48,12,5,4,1
994,2,2,2,42,11,8,1,1
995,1,2,2,30,14,13,1,1
995,2,2,4,30,14,13,1,1
996,1,2,2,21,10,4,1,1
996,2,2,1,20,10,99,1,1
997,1,2,2,48,14,19,1,1
997,2,2,2,48,11,1,6,1
998,1,2,1,51,12,8,2,1
998,2,2,2,21,9,6,4,1
999,1,2,2,40,13,19,1,1
999,2,2,2,38,12,19,1,1
1000,1,2,1,27,11,15,1,1
1000,2,2,1,26,10,15,1,1
1001,1,2,1,19,9,13,1,1
1001,2,2,1,20,10,13,1,1
1002,1,2,2,24,10,14,1,1
1002,2,2,2,25,12,14,1,1
1003,1,2,2,33,13,15,2,1
1003,2,2,2,27,12,15,1,1
1004,1,2,1,64,11,15,1,1
1004,2,2,1,59,10,15,1,1
1005,1,2,1,45,9,16,1,1
1005,2,2,1,39,11,16,1,1
1006,1,2,2,41,9,13,2,1
1006,2,2,4,53,10,13,1,1
1007,1,2,3,56,11,6,6,1
1007,2,2,2,51,11,6,7,1
1008,1,2,2,20,10,1,1,1
1008,2,2,2,19,10,1,1,1
1009,1,2,4,46,11,13,1,1
1009,2,2,3,43,11,13,1,1
1010,1,2,4,47,10,11,6,1
1010,2,2,4,34,11,11,1,1
1011,1,2,2,44,5,13,6,1
1011,2,2,2,60,12,13,6,1
1012,1,2,1,50,12,13,4,1
1012,2,2,1,63,9,13,1,1
1013,1,2,1,37,10,1,1,1
1013,2,2,2,26,10,1,7,1
1014,1,2,3,33,10,99,1,1
1014,2,2,4,25,10,11,1,1
1015,1,2,1,30,13,17,1,1
1015,2,2,1,25,12,17,1,1
1016,1,2,1,30,10,16,1,1
1016,2,2,1,36,10,15,1,1
1017,1,2,1,54,12,10,2,1
1017,2,2,1,62,11,9,4,1
1018,1,2,2,38,10,13,2,1
1018,2,2,2,50,10,13,1,1
1019,1,2,2,49,9,13,1,1
1019,2,2,5,53,11,13,4,1
1020,1,2,2,44,10,10,1,1
1020,2,2,5,40,11,11,1,1
1021,1,2,1,38,11,12,1,1
1021,2,2,1,39,12,12,4,1
1022,1,2,2,27,9,9,4,1
1022,2,2,2,24,10,9,1,1
1023,1,2,1,52,10,15,1,1
1023,2,2,1,52,9,15,1,1
1024,1,2,1,42,10,13,1,1
1024,2,2,1,37,10,13,1,1
1025,1,2,1,53,10,11,1,1
1025,2,2,1,54,10,6,1,1
1026,1,2,2,61,13,19,2,1
1026,2,2,3,60,12,99,1,1
1027,1,2,2,48,7,3,4,1
1027,2,2,4,26,7,99,6,1
1028,1,2,1,43,12,12,1,1
1028,2,2,2,49,12,12,1,1
1029,1,2,1,57,12,9,6,1
1029,2,2,1,55,10,13,5,1
1030,1,2,1,55,9,10,1,1
1030,2,2,2,55,11,7,5,1
1031,1,2,2,56,12,9,6,1
1031,2,2,2,59,4,9,6,1
1032,1,2,1,44,10,11,1,1
1032,2,2,1,42,10,11,1,1
1033,1,2,2,60,13,17,1,1
1033,2,2,2,53,11,17,1,1
1034,1,2,2,44,11,13,1,1
1034,2,2,1,42,12,13,1,1
